Orthogroup	Junonia_coenia	Danaus_plexippus
OG0001228	JC_12646-RA	DPOGS212808-PA
OG0001229	JC_10382-RA	DPOGS214343-PA
OG0001229	JC_10381-RA	DPOGS214342-PA
OG0001230	JC_13793-RA	DPOGS205861-PA
OG0001230	JC_13794-RA	DPOGS205860-PA
OG0001231	JC_03218-RA, JC_03219-RA	DPOGS213440-PA
OG0001232	JC_10953-RA, JC_10954-RA	DPOGS200976-PA
OG0001233	JC_13799-RA, JC_13798-RA	DPOGS205817-PA
OG0001233	JC_13797-RA	DPOGS205818-PA
OG0001234	JC_08403-RA	DPOGS214233-PA
OG0001235	JC_07013-RA, JC_07014-RA, JC_07012-RA	DPOGS211652-PA
OG0001236	JC_07022-RA, JC_07020-RA, JC_07021-RA, JC_07024-RA	DPOGS211656-PA
OG0001237	JC_00286-RA	DPOGS204262-PA
OG0001237	JC_00287-RA	DPOGS204263-PA, DPOGS204260-PA, DPOGS204261-PA
OG0001238	JC_13559-RA, JC_13558-RA, JC_13560-RA, JC_13561-RA	DPOGS210302-PA
OG0001239	JC_13556-RA	DPOGS202370-PA, DPOGS202371-PA
OG0001239	JC_13555-RA	DPOGS211483-PA, DPOGS202369-PA
OG0001240	JC_01075-RA, JC_01076-RA	DPOGS201484-PA
OG0001241	JC_00273-RA	DPOGS204268-PA
OG0001242	JC_08470-RA, JC_08469-RA, JC_08468-RA, JC_08467-RA	DPOGS214271-PA
OG0001243	JC_11759-RA	DPOGS207002-PA
OG0001244	JC_07208-RA	DPOGS212324-PA
OG0001244	JC_07207-RA	DPOGS212326-PA
OG0001245	JC_05840-RA	DPOGS215414-PA
OG0001246	JC_07792-RA, JC_07793-RA	DPOGS207861-PA
OG0001247	JC_13533-RA	DPOGS202362-PA
OG0001248	JC_06598-RA, JC_06602-RA, JC_06601-RA, JC_06600-RA, JC_06599-RA	DPOGS210726-PA
OG0001249	JC_10425-RA	DPOGS202880-PA
OG0001250	JC_04958-RA	DPOGS205830-PA
OG0001251	JC_07803-RA	DPOGS200875-PA, DPOGS200874-PA
OG0001252	JC_17076-RA	DPOGS215030-PA
OG0001253	JC_08491-RA, JC_08492-RA	DPOGS214288-PA
OG0001254	JC_10411-RA, JC_10413-RA, JC_10414-RA	DPOGS202912-PA
OG0001255	JC_01811-RA	DPOGS212571-PA
OG0001256	JC_09238-RA, JC_09237-RA, JC_09235-RA	DPOGS202792-PA
OG0001257	JC_11012-RA, JC_11013-RA	DPOGS215277-PA
OG0001258	JC_11836-RA	DPOGS206864-PA, DPOGS207078-PA
OG0001259	JC_00862-RA	DPOGS210623-PA
OG0001260	JC_11841-RA	DPOGS207081-PA
OG0001261	JC_09212-RA	DPOGS202780-PA
OG0001261	JC_09211-RA	DPOGS202779-PA
OG0001262	JC_02836-RA	DPOGS200725-PA
OG0001263	JC_03054-RA	DPOGS215036-PA
OG0001263	JC_03053-RA	DPOGS215037-PA
OG0001264	JC_13467-RA	DPOGS211536-PA
OG0001265	JC_00126-RA, JC_00125-RA, JC_00127-RA	DPOGS208675-PA
OG0001266	JC_13456-RA, JC_13455-RA	DPOGS211541-PA
OG0001267	JC_13453-RA	DPOGS213326-PA, DPOGS213327-PA
OG0001268	JC_00119-RA, JC_00118-RA	DPOGS202181-PA, DPOGS208670-PA, DPOGS202183-PA, DPOGS208762-PA, DPOGS208761-PA, DPOGS208669-PA
OG0001269	JC_00930-RA, JC_00931-RA	DPOGS201547-PA
OG0001270	JC_00104-RA, JC_00103-RA	DPOGS202174-PA
OG0001271	JC_03009-RA, JC_03013-RA, JC_03014-RA, JC_03012-RA	DPOGS209079-PA
OG0001272	JC_13421-RA	DPOGS211717-PA
OG0001273	JC_00953-RA	DPOGS201544-PA
OG0001274	JC_00087-RA	DPOGS202163-PA
OG0001275	JC_13407-RA	DPOGS211731-PA
OG0001275	JC_13409-RA	DPOGS211730-PA
OG0001276	JC_08593-RA, JC_08591-RA	DPOGS201875-PA
OG0001277	JC_11593-RA, JC_11596-RA	DPOGS206826-PA
OG0001278	JC_02783-RA	DPOGS205664-PA
OG0001279	JC_01683-RA	DPOGS208384-PA
OG0001280	JC_11623-RA	DPOGS207114-PA
OG0001281	JC_08560-RA	DPOGS201568-PA, DPOGS209060-PA
OG0001282	JC_13356-RA	DPOGS206517-PA, DPOGS206518-PA
OG0001283	JC_13349-RA	DPOGS212646-PA
OG0001283	JC_13350-RA	DPOGS212645-PA
OG0001284	JC_13347-RA	DPOGS212648-PA
OG0001284	JC_13348-RA	DPOGS212652-PA, DPOGS212650-PA, DPOGS212651-PA
OG0001285	JC_01769-RA	DPOGS203298-PA
OG0001286	JC_05147-RA	DPOGS200643-PA
OG0001286	JC_05148-RA, JC_05150-RA, JC_05149-RA	DPOGS214002-PA
OG0001287	JC_16638-RA, JC_16637-RA	DPOGS208099-PA
OG0001289	JC_03576-RA	DPOGS209402-PA, DPOGS210837-PA
OG0001290	JC_08138-RA, JC_14081-RA, JC_02959-RA	DPOGS215086-PA, DPOGS207492-PA
OG0001291	JC_02318-RA	DPOGS202658-PA
OG0001292	JC_04605-RA, JC_04606-RA	DPOGS215880-PA, DPOGS215879-PA, DPOGS215881-PA, DPOGS215900-PA
OG0001293	JC_06171-RA	DPOGS210634-PA
OG0001300	JC_03069-RA, JC_15146-RA, JC_13152-RA, JC_09938-RA, JC_15174-RA, JC_14087-RA, JC_03927-RA	DPOGS203881-PA
OG0001301	JC_16491-RA, JC_16492-RA, JC_16493-RA	DPOGS206161-PA
OG0001302	JC_17054-RA	DPOGS207366-PA, DPOGS211500-PA
OG0001303	JC_11476-RA	DPOGS210402-PA
OG0001304	JC_11478-RA	DPOGS210400-PA
OG0001304	JC_11477-RA	DPOGS210401-PA
OG0001305	JC_04416-RA	DPOGS210111-PA
OG0001306	JC_05230-RA, JC_05232-RA, JC_05231-RA	DPOGS212266-PA
OG0001307	JC_06337-RA	DPOGS208299-PA
OG0001308	JC_13129-RA	DPOGS204988-PA
OG0001310	JC_17044-RA	DPOGS211532-PA
OG0001311	JC_07353-RA	DPOGS206365-PA
OG0001312	JC_16174-RA, JC_16173-RA	DPOGS201954-PA
OG0001315	JC_14046-RA	DPOGS216109-PA
OG0001316	JC_13134-RA	DPOGS212487-PA
OG0001318	JC_14970-RA, JC_14971-RA	DPOGS210257-PA
OG0001319	JC_08668-RA	DPOGS201225-PA
OG0001320	JC_06696-RA	DPOGS210340-PA
OG0001321	JC_16214-RA, JC_16215-RA	DPOGS214431-PA
OG0001322	JC_16216-RA	DPOGS214430-PA
OG0001323	JC_17178-RA	DPOGS214988-PA
OG0001324	JC_11487-RA	DPOGS210396-PA
OG0001325	JC_01899-RA	DPOGS206782-PA
OG0001326	JC_05575-RA, JC_05577-RA, JC_05576-RA	DPOGS209137-PA
OG0001327	JC_14357-RA	DPOGS204551-PA
OG0001327	JC_14356-RA	DPOGS204550-PA
OG0001328	JC_14358-RA	DPOGS204534-PA
OG0001329	JC_06700-RA, JC_06701-RA	DPOGS210338-PA
OG0001330	JC_15053-RA, JC_15054-RA	DPOGS208217-PA
OG0001331	JC_11496-RA, JC_11497-RA	DPOGS205465-PA
OG0001332	JC_02405-RA	DPOGS209286-PA
OG0001332	JC_02364-RA	DPOGS209285-PA
OG0001333	JC_14052-RA	DPOGS216117-PA
OG0001334	JC_14615-RA, JC_14614-RA	DPOGS213352-PA
OG0001335	JC_07327-RA	DPOGS201173-PA
OG0001335	JC_07325-RA	DPOGS201172-PA
OG0001337	JC_16227-RA	DPOGS214421-PA
OG0001338	JC_15892-RA	DPOGS212528-PA, DPOGS212529-PA
OG0001339	JC_14061-RA, JC_14059-RA	DPOGS216104-PA
OG0001341	JC_17161-RA	DPOGS215016-PA, DPOGS215020-PA, DPOGS215018-PA, DPOGS215017-PA, DPOGS214983-PA, DPOGS215019-PA
OG0001342	JC_15547-RA	DPOGS213914-PA, DPOGS213913-PA
OG0001343	JC_13012-RA	DPOGS207354-PA, DPOGS207355-PA, DPOGS207352-PA, DPOGS207353-PA
OG0001344	JC_16198-RA, JC_16197-RA	DPOGS214436-PA
OG0001345	JC_00712-RA	DPOGS208799-PA
OG0001346	JC_07946-RA, JC_07944-RA	DPOGS210934-PA
OG0001347	JC_06764-RA, JC_06765-RA	DPOGS210325-PA
OG0001348	JC_15034-RA, JC_15035-RA	DPOGS208207-PA
OG0001349	JC_15032-RA	DPOGS208209-PA
OG0001349	JC_15033-RA	DPOGS208208-PA
OG0001350	JC_14670-RA	DPOGS201689-PA
OG0001352	JC_12799-RA	DPOGS214751-PA
OG0001353	JC_17095-RA	DPOGS214996-PA, DPOGS214994-PA
OG0001354	JC_17103-RA	DPOGS214982-PA, DPOGS214981-PA
OG0001355	JC_12726-RA, JC_12728-RA, JC_12730-RA, JC_12729-RA	DPOGS214627-PA
OG0001356	JC_10364-RA, JC_10365-RA	DPOGS214334-PA
OG0001358	JC_00761-RA, JC_00760-RA	DPOGS208842-PA
OG0001359	JC_14111-RA	DPOGS204783-PA
OG0001360	JC_16243-RA, JC_16261-RA	DPOGS211704-PA
OG0001361	JC_02346-RA	DPOGS202673-PA
OG0001362	JC_08689-RA	DPOGS209789-PA
OG0001363	JC_14381-RA	DPOGS204522-PA
OG0001364	JC_15992-RA, JC_15991-RA	DPOGS206226-PA, DPOGS209125-PA
OG0001365	JC_03687-RA, JC_03688-RA	DPOGS209624-PA
OG0001366	JC_02257-RA	DPOGS206793-PA
OG0001367	JC_00777-RA, JC_00780-RA, JC_00778-RA	DPOGS215320-PA
OG0001368	JC_02255-RA, JC_02254-RA, JC_02256-RA	DPOGS207144-PA
OG0001369	JC_04492-RA, JC_04494-RA	DPOGS210087-PA
OG0001370	JC_14880-RA	DPOGS215543-PA
OG0001371	JC_08697-RA, JC_08696-RA	DPOGS209837-PA
OG0001372	JC_10569-RA, JC_10571-RA, JC_10570-RA	DPOGS209490-PA
OG0001373	JC_00698-RA	DPOGS208812-PA
OG0001374	JC_01549-RA	DPOGS215715-PA
OG0001375	JC_00793-RA	DPOGS215310-PA
OG0001377	JC_14129-RA	DPOGS213330-PA
OG0001378	JC_13847-RA	DPOGS208425-PA
OG0001379	JC_17199-RA, JC_17198-RA	DPOGS215328-PA, DPOGS215329-PA
OG0001380	JC_02303-RA	DPOGS206797-PA
OG0001381	JC_17138-RA, JC_17139-RA	DPOGS201591-PA
OG0001381	JC_17136-RA	DPOGS201582-PA
OG0001382	JC_10584-RA	DPOGS208422-PA
OG0001382	JC_10585-RA	DPOGS209523-PA
OG0001383	JC_02328-RA, JC_02329-RA	DPOGS202665-PA
OG0001384	JC_16640-RA	DPOGS208098-PA
OG0001385	JC_08717-RA, JC_08718-RA	DPOGS209826-PA
OG0001386	JC_03599-RA, JC_03598-RA	DPOGS201143-PA
OG0001387	JC_03712-RA	DPOGS209575-PA
OG0001388	JC_03594-RA, JC_03593-RA	DPOGS201145-PA
OG0001389	JC_08724-RA, JC_08723-RA	DPOGS209802-PA
OG0001390	JC_03722-RA	DPOGS209645-PA
OG0001391	JC_09793-RA, JC_09791-RA, JC_09792-RA	DPOGS209457-PA
OG0001392	JC_14465-RA	DPOGS215519-PA, DPOGS215520-PA
OG0001393	JC_04924-RA, JC_04527-RA, JC_04523-RA	DPOGS209999-PA
OG0001394	JC_05471-RA, JC_05475-RA	DPOGS205271-PA
OG0001395	JC_14161-RA, JC_17246-RA, JC_14160-RA	DPOGS204643-PA
OG0001396	JC_16042-RA	DPOGS210199-PA, DPOGS210197-PA
OG0001397	JC_16762-RA	DPOGS206175-PA
OG0001397	JC_17225-RA	DPOGS209431-PA
OG0001398	JC_14897-RA	DPOGS210282-PA
OG0001399	JC_16304-RA	DPOGS200462-PA
OG0001399	JC_16303-RA	DPOGS200458-PA
OG0001400	JC_12524-RA	DPOGS202271-PA
OG0001401	JC_06187-RA	DPOGS204101-PA
OG0001402	JC_12244-RA	DPOGS202344-PA
OG0001405	JC_14838-RA	DPOGS207214-PA
OG0001406	JC_07508-RA, JC_07509-RA	DPOGS214084-PA
OG0001407	JC_16366-RA, JC_16365-RA, JC_16364-RA	DPOGS203179-PA
OG0001408	JC_16671-RA	DPOGS205256-PA
OG0001409	JC_03509-RA	DPOGS210798-PA
OG0001410	JC_12483-RA	DPOGS202295-PA
OG0001411	JC_03507-RA	DPOGS210868-PA
OG0001412	JC_10722-RA	DPOGS216054-PA
OG0001412	JC_10721-RA	DPOGS216053-PA
OG0001413	JC_09659-RA	DPOGS206178-PA
OG0001414	JC_17083-RA	DPOGS209348-PA
OG0001415	JC_04383-RA	DPOGS210031-PA
OG0001416	JC_16472-RA, JC_16469-RA, JC_16470-RA	DPOGS209280-PA
OG0001417	JC_10152-RA, JC_10153-RA	DPOGS207502-PA
OG0001418	JC_01476-RA	DPOGS215753-PA
OG0001419	JC_01471-RA	DPOGS215667-PA
OG0001420	JC_08062-RA	DPOGS211138-PA
OG0001421	JC_12853-RA	DPOGS201936-PA
OG0001422	JC_14008-RA	DPOGS213776-PA
OG0001423	JC_06382-RA	DPOGS210998-PA
OG0001424	JC_02249-RA	DPOGS206808-PA
OG0001424	JC_02251-RA	DPOGS206810-PA
OG0001426	JC_12134-RA	DPOGS201787-PA, DPOGS212750-PA
OG0001427	JC_09592-RA, JC_09591-RA, JC_09590-RA	DPOGS213661-PA
OG0001428	JC_02244-RA	DPOGS206806-PA
OG0001429	JC_02508-RA	DPOGS205186-PA
OG0001430	JC_13093-RA	DPOGS205012-PA
OG0001431	JC_15950-RA	DPOGS205581-PA
OG0001432	JC_01948-RA, JC_01949-RA	DPOGS200895-PA
OG0001433	JC_13570-RA, JC_13562-RA	DPOGS210303-PA, DPOGS210305-PA, DPOGS210304-PA
OG0001434	JC_10120-RA	DPOGS207522-PA
OG0001435	JC_03834-RA	DPOGS212134-PA
OG0001436	JC_15947-RA	DPOGS205580-PA
OG0001436	JC_15948-RA	DPOGS205579-PA
OG0001437	JC_09566-RA	DPOGS208500-PA
OG0001438	JC_04097-RA, JC_04095-RA, JC_04098-RA, JC_04099-RA	DPOGS205053-PA
OG0001439	JC_04581-RA	DPOGS215897-PA
OG0001440	JC_12763-RA	DPOGS205744-PA
OG0001441	JC_03432-RA	DPOGS203247-PA
OG0001442	JC_07446-RA	DPOGS209766-PA
OG0001443	JC_01375-RA, JC_01386-RA	DPOGS215632-PA
OG0001445	JC_16997-RA	DPOGS205248-PA
OG0001446	JC_06972-RA, JC_06973-RA	DPOGS213513-PA
OG0001447	JC_04628-RA	DPOGS215917-PA
OG0001448	JC_13061-RA	DPOGS208188-PA
OG0001449	JC_09535-RA	DPOGS208563-PA
OG0001450	JC_10074-RA	DPOGS210436-PA
OG0001451	JC_03436-RA	DPOGS203245-PA, DPOGS203244-PA
OG0001452	JC_10059-RA, JC_10058-RA	DPOGS210452-PA
OG0001453	JC_16904-RA	DPOGS205243-PA
OG0001454	JC_13046-RA	DPOGS208176-PA
OG0001455	JC_02552-RA	DPOGS201770-PA
OG0001456	JC_06950-RA, JC_06949-RA, JC_06948-RA	DPOGS213608-PA
OG0001457	JC_00602-RA	DPOGS213107-PA
OG0001458	JC_06947-RA	DPOGS213525-PA
OG0001459	JC_06944-RA	DPOGS213526-PA
OG0001460	JC_02010-RA	DPOGS201376-PA
OG0001461	JC_16506-RA, JC_16505-RA, JC_16504-RA	DPOGS205015-PA
OG0001462	JC_09519-RA	DPOGS208466-PA
OG0001463	JC_10676-RA, JC_10674-RA	DPOGS215482-PA
OG0001464	JC_03881-RA	DPOGS213818-PA
OG0001465	JC_10679-RA	DPOGS215465-PA
OG0001467	JC_15866-RA	DPOGS212481-PA
OG0001467	JC_15869-RA, JC_15868-RA	DPOGS212482-PA
OG0001468	JC_13959-RA	DPOGS213245-PA
OG0001469	JC_10688-RA, JC_10690-RA	DPOGS215462-PA
OG0001470	JC_07040-RA	DPOGS204888-PA
OG0001471	JC_02583-RA	DPOGS211852-PA, DPOGS211853-PA
OG0001472	JC_09506-RA	DPOGS208578-PA
OG0001473	JC_16931-RA, JC_16929-RA, JC_16930-RA	DPOGS200659-PA
OG0001474	JC_15883-RA	DPOGS212525-PA
OG0001475	JC_13942-RA	DPOGS213255-PA
OG0001476	JC_15884-RA	DPOGS212468-PA
OG0001477	JC_13941-RA	DPOGS213258-PA
OG0001478	JC_04664-RA	DPOGS215854-PA
OG0001479	JC_01131-RA	DPOGS201760-PA
OG0001480	JC_10826-RA	DPOGS200417-PA, DPOGS200418-PA
OG0001481	JC_12315-RA	DPOGS204175-PA
OG0001481	JC_12316-RA	DPOGS204176-PA
OG0001482	JC_14287-RA, JC_14288-RA	DPOGS212226-PA
OG0001483	JC_00567-RA	DPOGS204388-PA
OG0001484	JC_11468-RA	DPOGS210014-PA
OG0001485	JC_04678-RA	DPOGS200930-PA
OG0001486	JC_06468-RA, JC_06467-RA	DPOGS211581-PA
OG0001487	JC_09482-RA, JC_09481-RA	DPOGS205793-PA
OG0001488	JC_14801-RA	DPOGS204799-PA
OG0001489	JC_14226-RA, JC_03240-RA	DPOGS212673-PA, DPOGS212674-PA
OG0001490	JC_15721-RA	DPOGS214485-PA
OG0001492	JC_02060-RA	DPOGS201401-PA
OG0001493	JC_11666-RA	DPOGS212736-PA
OG0001494	JC_13899-RA, JC_13900-RA	DPOGS215506-PA
OG0001495	JC_13203-RA	DPOGS212023-PA
OG0001496	JC_16879-RA, JC_16876-RA, JC_16877-RA	DPOGS215111-PA
OG0001497	JC_13903-RA	DPOGS206164-PA
OG0001499	JC_12253-RA, JC_12252-RA, JC_12251-RA	DPOGS214948-PA
OG0001500	JC_05946-RA, JC_05945-RA	DPOGS209693-PA
OG0001501	JC_14184-RA	DPOGS201117-PA
OG0001501	JC_14182-RA	DPOGS201113-PA
OG0001502	JC_07592-RA	DPOGS202732-PA
OG0001503	JC_12113-RA	DPOGS212719-PA
OG0001503	JC_12114-RA	DPOGS212720-PA
OG0001504	JC_15823-RA	DPOGS211669-PA
OG0001504	JC_15824-RA	DPOGS211670-PA
OG0001505	JC_01179-RA	DPOGS203836-PA
OG0001506	JC_12248-RA	DPOGS212885-PA
OG0001507	JC_13207-RA	DPOGS212026-PA
OG0001508	JC_04758-RA	DPOGS207979-PA
OG0001509	JC_01182-RA	DPOGS203835-PA, DPOGS203834-PA
OG0001511	JC_01183-RA	DPOGS203661-PA
OG0001512	JC_03334-RA	DPOGS204340-PA
OG0001513	JC_14719-RA	DPOGS206271-PA
OG0001514	JC_05308-RA	DPOGS203214-PA
OG0001514	JC_05309-RA	DPOGS203215-PA
OG0001515	JC_01204-RA, JC_01206-RA, JC_01203-RA	DPOGS203668-PA
OG0001516	JC_07152-RA	DPOGS207246-PA
OG0001517	JC_12605-RA	DPOGS202240-PA
OG0001519	JC_05305-RA, JC_05304-RA	DPOGS203159-PA
OG0001520	JC_11924-RA	DPOGS206877-PA
OG0001521	JC_11927-RA	DPOGS207051-PA
OG0001522	JC_08287-RA	DPOGS215829-PA
OG0001523	JC_01217-RA	DPOGS203675-PA
OG0001524	JC_12565-RA	DPOGS202246-PA
OG0001525	JC_08830-RA	DPOGS208993-PA
OG0001526	JC_05905-RA, JC_05907-RA, JC_05909-RA, JC_05906-RA	DPOGS215094-PA
OG0001527	JC_13717-RA	DPOGS206423-PA
OG0001527	JC_13718-RA	DPOGS206424-PA
OG0001528	JC_04916-RA	DPOGS211404-PA
OG0001528	JC_04915-RA	DPOGS211406-PA
OG0001529	JC_13222-RA	DPOGS212041-PA
OG0001530	JC_00383-RA	DPOGS203074-PA
OG0001531	JC_15748-RA	DPOGS214470-PA
OG0001531	JC_15749-RA	DPOGS214469-PA
OG0001532	JC_11949-RA	DPOGS207046-PA
OG0001533	JC_02135-RA	DPOGS203329-PA
OG0001534	JC_11225-RA	DPOGS206688-PA
OG0001535	JC_01246-RA	DPOGS203690-PA
OG0001536	JC_09406-RA	DPOGS214061-PA
OG0001537	JC_15505-RA, JC_02137-RA	DPOGS203327-PA
OG0001538	JC_04902-RA, JC_04904-RA, JC_04903-RA	DPOGS207594-PA
OG0001539	JC_00319-RA	DPOGS204242-PA
OG0001540	JC_02694-RA	DPOGS215990-PA, DPOGS204596-PA
OG0001541	JC_03281-RA	DPOGS205348-PA
OG0001541	JC_03282-RA	DPOGS205346-PA, DPOGS205347-PA
OG0001542	JC_14737-RA, JC_14736-RA, JC_14735-RA	DPOGS206291-PA
OG0001543	JC_11972-RA	DPOGS206901-PA
OG0001543	JC_11971-RA	DPOGS206900-PA
OG0001544	JC_03279-RA	DPOGS205355-PA
OG0001546	JC_07140-RA	DPOGS207307-PA
OG0001547	JC_14744-RA	DPOGS214929-PA
OG0001548	JC_08810-RA	DPOGS208870-PA
OG0001548	JC_08812-RA	DPOGS208868-PA
OG0001549	JC_04879-RA, JC_04880-RA	DPOGS207560-PA
OG0001550	JC_02154-RA	DPOGS203320-PA
OG0001551	JC_12280-RA	DPOGS202692-PA
OG0001552	JC_00358-RA, JC_00359-RA, JC_00360-RA	DPOGS204223-PA
OG0001553	JC_11986-RA	DPOGS207030-PA
OG0001554	JC_10344-RA, JC_10348-RA	DPOGS214369-PA
OG0001555	JC_08335-RA	DPOGS214205-PA
OG0001556	JC_08344-RA	DPOGS214166-PA
OG0001557	JC_07539-RA	DPOGS206445-PA
OG0001557	JC_07540-RA	DPOGS203433-PA
OG0001558	JC_13260-RA	DPOGS214872-PA
OG0001559	JC_07666-RA, JC_07665-RA	DPOGS207795-PA
OG0001560	JC_07112-RA	DPOGS207293-PA
OG0001561	JC_04130-RA	DPOGS213021-PA
OG0001562	JC_07683-RA, JC_07686-RA	DPOGS207805-PA
OG0001563	JC_10933-RA	DPOGS209728-PA
OG0001564	JC_13756-RA, JC_13755-RA	DPOGS207428-PA
OG0001565	JC_00260-RA, JC_05711-RA	DPOGS208020-PA
OG0001566	JC_12036-RA, JC_12037-RA	DPOGS206937-PA
OG0001567	JC_06671-RA	DPOGS210755-PA
OG0001568	JC_13626-RA	DPOGS209533-PA, DPOGS209534-PA
OG0001569	JC_07093-RA	DPOGS207281-PA
OG0001570	JC_06665-RA, JC_06664-RA	DPOGS210676-PA
OG0001571	JC_09341-RA	DPOGS200485-PA
OG0001572	JC_04852-RA	DPOGS202452-PA
OG0001573	JC_13789-RA, JC_13788-RA	DPOGS205821-PA
OG0001574	JC_04150-RA	DPOGS213040-PA
OG0001574	JC_04151-RA, JC_04153-RA	DPOGS213041-PA
OG0001576	JC_03220-RA	DPOGS213439-PA
OG0001577	JC_00429-RA, JC_00428-RA, JC_00427-RA	DPOGS208072-PA
OG0001578	JC_01049-RA, JC_01050-RA	DPOGS201524-PA
OG0001579	JC_00435-RA	DPOGS208077-PA
OG0001580	JC_05805-RA	DPOGS215401-PA
OG0001581	JC_00310-RA	DPOGS204297-PA
OG0001582	JC_00308-RA	DPOGS204296-PA
OG0001583	JC_15382-RA	DPOGS211985-PA
OG0001584	JC_00301-RA, JC_00302-RA	DPOGS204253-PA
OG0001584	JC_00303-RA	DPOGS204252-PA
OG0001585	JC_01854-RA, JC_01853-RA	DPOGS203978-PA
OG0001586	JC_15509-RA	DPOGS205871-PA
OG0001587	JC_10452-RA	DPOGS209893-PA
OG0001588	JC_05796-RA	DPOGS204610-PA
OG0001588	JC_05794-RA	DPOGS200023-PA
OG0001589	JC_10972-RA	DPOGS200985-PA, DPOGS201023-PA
OG0001590	JC_12078-RA, JC_12079-RA, JC_12080-RA	DPOGS206982-PA, DPOGS206981-PA, DPOGS206983-PA
OG0001591	JC_11145-RA	DPOGS200699-PA
OG0001592	JC_06652-RA, JC_06650-RA	DPOGS210690-PA
OG0001593	JC_01070-RA	DPOGS201486-PA
OG0001594	JC_04815-RA	DPOGS205768-PA, DPOGS205767-PA
OG0001595	JC_12576-RA	DPOGS212822-PA
OG0001596	JC_07054-RA	DPOGS204896-PA
OG0001597	JC_08454-RA, JC_08455-RA	DPOGS214120-PA
OG0001598	JC_03174-RA, JC_03175-RA, JC_03176-RA	DPOGS213307-PA
OG0001599	JC_01096-RA	DPOGS201935-PA
OG0001600	JC_07776-RA	DPOGS207704-PA, DPOGS207705-PA
OG0001601	JC_09039-RA, JC_09040-RA, JC_09041-RA	DPOGS208937-PA
OG0001602	JC_05831-RA, JC_05832-RA	DPOGS215410-PA
OG0001603	JC_16192-RA, JC_16195-RA, JC_16194-RA, JC_16196-RA	DPOGS214438-PA
OG0001604	JC_11772-RA	DPOGS207008-PA
OG0001605	JC_11779-RA	DPOGS207011-PA
OG0001607	JC_00240-RA	DPOGS213958-PA
OG0001608	JC_07212-RA, JC_07211-RA	DPOGS212394-PA
OG0001609	JC_15432-RA, JC_15433-RA	DPOGS205524-PA
OG0001610	JC_08490-RA	DPOGS214095-PA
OG0001611	JC_09071-RA	DPOGS206488-PA, DPOGS209809-PA
OG0001612	JC_03126-RA, JC_03125-RA	DPOGS200326-PA
OG0001613	JC_03120-RA, JC_03119-RA, JC_03121-RA	DPOGS200299-PA
OG0001614	JC_15419-RA	DPOGS201950-PA
OG0001615	JC_13513-RA, JC_13514-RA	DPOGS214913-PA
OG0001616	JC_11030-RA, JC_11029-RA	DPOGS215248-PA
OG0001617	JC_09097-RA, JC_09095-RA, JC_09096-RA	DPOGS206486-PA
OG0001619	JC_09252-RA	DPOGS202785-PA
OG0001620	JC_11093-RA, JC_11092-RA	DPOGS211606-PA
OG0001621	JC_07851-RA	DPOGS200840-PA
OG0001622	JC_05743-RA	DPOGS215393-PA
OG0001623	JC_00165-RA	DPOGS208747-PA
OG0001623	JC_00164-RA	DPOGS208748-PA
OG0001624	JC_09204-RA, JC_09203-RA	DPOGS202775-PA
OG0001626	JC_08523-RA	DPOGS207635-PA
OG0001626	JC_08524-RA	DPOGS207634-PA
OG0001627	JC_09199-RA, JC_09200-RA	DPOGS202774-PA
OG0001628	JC_15510-RA, JC_00880-RA, JC_00881-RA	DPOGS202229-PA, DPOGS202230-PA
OG0001629	JC_00882-RA	DPOGS202228-PA
OG0001629	JC_00883-RA	DPOGS202227-PA
OG0001630	JC_03050-RA	DPOGS215038-PA
OG0001631	JC_00889-RA	DPOGS202192-PA
OG0001631	JC_00890-RA	DPOGS202191-PA
OG0001632	JC_13468-RA	DPOGS211535-PA
OG0001633	JC_00149-RA	DPOGS208756-PA
OG0001633	JC_00146-RA, JC_00132-RA	DPOGS208679-PA
OG0001634	JC_09189-RA	DPOGS202764-PA
OG0001634	JC_09188-RA	DPOGS202763-PA, DPOGS202765-PA
OG0001635	JC_07877-RA	DPOGS207444-PA
OG0001636	JC_10949-RA	DPOGS210165-PA
OG0001638	JC_11905-RA, JC_11903-RA	DPOGS206842-PA
OG0001639	JC_01700-RA	DPOGS203024-PA
OG0001639	JC_01701-RA	DPOGS203027-PA
OG0001640	JC_09157-RA, JC_09158-RA	DPOGS210227-PA
OG0001641	JC_11649-RA	DPOGS207108-PA
OG0001641	JC_11628-RA	DPOGS206838-PA
OG0001642	JC_11634-RA	DPOGS207111-PA
OG0001643	JC_00093-RA	DPOGS202158-PA
OG0001644	JC_01678-RA	DPOGS206053-PA
OG0001645	JC_13398-RA	DPOGS211725-PA
OG0001647	JC_02961-RA, JC_02962-RA, JC_02963-RA	DPOGS209357-PA
OG0001648	JC_13393-RA	DPOGS214960-PA
OG0001649	JC_02784-RA, JC_02786-RA	DPOGS205630-PA
OG0001650	JC_08580-RA	DPOGS201856-PA
OG0001651	JC_11622-RA, JC_11621-RA	DPOGS206836-PA
OG0001652	JC_11625-RA, JC_11624-RA	DPOGS206837-PA
OG0001653	JC_04245-RA, JC_04244-RA	DPOGS200142-PA
OG0001654	JC_01111-RA	DPOGS201738-PA
OG0001656	JC_14231-RA, JC_14233-RA	DPOGS212670-PA
OG0001657	JC_09689-RA, JC_09687-RA	DPOGS205273-PA
